Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU510686,10-2,2019-04-29 09:13:50.213,Completed,Norway,100,Borregaard AS,5012214,Borregaard AS,European Commission,100,EU Allowance deletion,5016380,European Commission,126284,EU,EU General Allowances (EUA),126284,2,,,,
EU520004,10-71,2019-04-29 08:40:54.324,Completed,Netherlands,100,Power Plant Rotterdam B.V.,5019369,Power Plant Rotterdam B.V.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,144497,BR,CER - Certified Emission Reduction Unit,1197,2,,9282,,
EU520025,10-2,2019-04-29 09:14:03.813,Completed,Italy,100,Poste EUR,5012394,MEDINOK SPA,European Commission,100,EU Allowance deletion,5016380,European Commission,1198,EU,EU General Allowances (EUA),1198,2,,,,
EU520011,10-72,2019-04-29 08:42:01.83,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Netherlands,100,Power Plant Rotterdam B.V.,5019369,Power Plant Rotterdam B.V.,144497,EU,EU General Allowances (EUA),144497,2,,,,
EU520019,10-2,2019-04-29 09:15:05.893,Completed,Slovakia,100,Nábehová a rezervná kotolňa - NaRK,5022405,"Jadrová a vyraďovacia spoločnosť, a.s.",European Commission,100,EU Allowance deletion,5016380,European Commission,42,EU,EU General Allowances (EUA),42,2,,,,
EU518996,10-2,2019-04-29 08:42:26.563,Completed,Germany,100,Werk Wismar,5027727,Jackon GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,4579,EU,EU General Allowances (EUA),4579,2,,,,
EU520031,10-2,2019-04-29 09:16:39.658,Completed,Germany,100,Small Planet Airlines GmbH,5026106,Small Planet Airlines GmbH i.I.,European Commission,100,EU Allowance deletion,5016380,European Commission,1533,EU,EU Aviation Allowances (EUAA),1533,2,,,,
EU517817,10-2,2019-04-29 08:47:20.02,Completed,Spain,100,"Regasificadora del Noroeste, S.A (REGANOSA)",5008843,"Regasificadora del Noroeste, S.A.-Reganosa",European Commission,100,EU Allowance deletion,5016380,European Commission,2526,EU,EU General Allowances (EUA),2526,2,,,,
EU520005,10-71,2019-04-29 09:17:14.72,Completed,Germany,100,Luitpoldhütte AG,5021637,Luitpoldhütte GmbH,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1287,UZ,CER - Certified Emission Reduction Unit,1287,2,,3910,,
EU519936,10-36,2019-04-27 01:30:31.122,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,5784,EU,EU General Allowances (EUA),5784,2,,,,
EU520008,10-2,2019-04-29 08:49:02.942,Completed,Belgium,100,241 Latexco,5004640,Latexco,European Commission,100,EU Allowance deletion,5016380,European Commission,3438,EU,EU General Allowances (EUA),3438,2,,,,
EU520042,10-72,2019-04-29 09:18:03.143,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Germany,100,Luitpoldhütte AG,5021637,Luitpoldhütte GmbH,1287,EU,EU General Allowances (EUA),1287,2,,,,
EU519926,10-36,2019-04-27 01:30:31.219,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Vivadour Le Houga,5023218,SCA VIVADOUR,323,EU,EU General Allowances (EUA),323,2,,,,
EU510448,10-2,2019-04-29 08:51:45.008,Completed,France,100,HUHTAMAKI LR,5005823,HUHTAMAKI LA ROCHELLE SNC (HLR),European Commission,100,EU Allowance deletion,5016380,European Commission,13994,EU,EU General Allowances (EUA),13994,2,,,,
EU519582,10-2,2019-04-29 09:18:44.498,Completed,Lithuania,100,Operator Account:LT16,5006007,UAB Kauno stiklas,European Commission,100,EU Allowance deletion,5016380,European Commission,14240,EU,EU General Allowances (EUA),14240,2,,,,
EU519937,10-36,2019-04-27 01:30:35.634,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,UPM CHAPELLE DARBLAY,5005602,UPM FRANCE SAS,64773,EU,EU General Allowances (EUA),64773,2,,,,
EU520003,10-2,2019-04-29 08:52:43.421,Completed,Czech Republic,100,Actherm - teplárna,5007024,"ACTHERM, spol. s r.o.",European Commission,100,EU Allowance deletion,5016380,European Commission,131201,EU,EU General Allowances (EUA),131201,2,,,,
EU519828,10-2,2019-04-29 09:19:49.792,Completed,Italy,100,coppolaspa,5013247,Coppola S.p.a.,European Commission,100,EU Allowance deletion,5016380,European Commission,1119,EU,EU General Allowances (EUA),1119,2,,,,
EU519939,10-36,2019-04-27 01:30:40.049,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Ceramosa,S.L.-Sueca",5009451,"Ceramosa,S.L.",16181,EU,EU General Allowances (EUA),16181,2,,,,
EU520030,10-2,2019-04-29 09:20:43.362,Completed,Italy,100,CCDP,5012990,Casalasco Società Agricola S.p.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,22617,EU,EU General Allowances (EUA),22617,2,,,,
EU519929,10-36,2019-04-27 01:30:40.565,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Inalco (""Industrias Alcorenses Confederadas, SA"")",5020118,"Inalco (""Industrias Alcorenses Confederadas, SA"")",10407,EU,EU General Allowances (EUA),10407,2,,,,
EU517685,10-2,2019-04-29 09:23:28.985,Completed,Spain,100,IBERIA LAE SA OPERADORA SU,5016794,IBERIA LAE SA OPERADORA SU,European Commission,100,EU Allowance deletion,5016380,European Commission,916943,EU,EU General Allowances (EUA),31373,2,,,,
EU519928,10-36,2019-04-27 01:30:40.596,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,UNION INVIVO STOCKAGE OTTMARSHEIM,5022147,UNION INVIVO,398,EU,EU General Allowances (EUA),398,2,,,,
EU520038,10-2,2019-04-29 09:27:25.829,Completed,Poland,100,Kotłownia,5003657,Tymbark - MWS Sp. z o.o. Sp.k.,European Commission,100,EU Allowance deletion,5016380,European Commission,15881,EU,EU General Allowances (EUA),15881,2,,,,
EU519927,10-36,2019-04-27 01:30:40.874,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Hungary,100,eromukft:HU282,5011875,SZÉPHŐ Székesfehérvári Épületfenntartó és Hőszolgáltató Zrt.,8538,EU,EU General Allowances (EUA),8538,2,,,,
EU519994,4-0,2019-04-29 09:28:09.416,Completed,Germany,100,Fokus Zukunft GmbH & Co.KG,5025499,Fokus Zukunft GmbH & Co. KG,European Commission,230,EU Cancellation Account Period 2,5022673,EUROPEAN UNION,767,ML,CER - Certified Emission Reduction Unit,767,2,,3090,,
EU519938,10-36,2019-04-27 01:30:40.883,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Céré-la-Ronde,5005760,STORENGY FRANCE,2001,EU,EU General Allowances (EUA),2001,2,,,,
EU517442,10-2,2019-04-29 09:28:15.613,Completed,Italy,100,CARNIVAL CORP,5019906,CARNIVAL CORP,European Commission,100,EU Allowance deletion,5016380,European Commission,21,EU,EU Aviation Allowances (EUAA),21,2,,,,
EU519904,10-2,2019-04-27 02:50:46.459,Completed,Poland,100,Spalanie paliw,5024825,BGW Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,2059,EU,EU General Allowances (EUA),2059,2,,,,
EU519993,4-0,2019-04-29 09:28:48.56,Completed,Germany,100,Fokus Zukunft GmbH & Co.KG,5025499,Fokus Zukunft GmbH & Co. KG,European Commission,230,EU Cancellation Account Period 2,5022673,EUROPEAN UNION,576,IN,CER - Certified Emission Reduction Unit,576,2,,4856,,
EU519948,10-2,2019-04-27 08:36:17.928,Completed,Netherlands,100,Kwekerij de Wieringermeer,5011047,Kwekerij De Wieringermeer C.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,33953,EU,EU General Allowances (EUA),33953,2,,,,
EU519992,4-0,2019-04-29 09:29:22.723,Completed,Germany,100,Fokus Zukunft GmbH & Co.KG,5025499,Fokus Zukunft GmbH & Co. KG,European Commission,230,EU Cancellation Account Period 2,5022673,EUROPEAN UNION,576,IN,CER - Certified Emission Reduction Unit,576,2,,5928,,
EU519951,10-71,2019-04-27 13:35:09.225,Completed,Ireland,100,Select Management Resources LLC,5016435,Select Management Resources LLC,European Commission,100,EU International Credit Account - Aviation,5022591,EUROPEAN COMMISSION,3,CN,CER - Certified Emission Reduction Unit,3,2,,5080,,
EU517439,10-2,2019-04-29 09:29:26.101,Completed,France,100,ETEX FRANCE BUILDING PERFORMANCE - OTTMARSHEIM,5022136,ETEX FRANCE BUILDING PERFORMANCE,European Commission,100,EU Allowance deletion,5016380,European Commission,20393,EU,EU General Allowances (EUA),20393,2,,,,
EU519955,10-72,2019-04-27 13:36:01.528,Completed,European Commission,100,EU Credit Exchange Account - Aviation,5022592,EUROPEAN COMMISSION,Ireland,100,Select Management Resources LLC,5016435,Select Management Resources LLC,3,EU,EU Aviation Allowances (EUAA),3,2,,,,
EU519953,10-2,2019-04-27 13:56:18.156,Completed,Poland,100,Ciepłownia,5002792,SEC Chojnice Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,24735,EU,EU General Allowances (EUA),24735,2,,,,
EU504151,10-2,2019-04-27 23:11:27.333,Completed,Poland,100,Alchemia SA Oddział Rurexpol w Częstochowie,5003805,ALCHEMIA S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,14273,EU,EU General Allowances (EUA),14273,2,,,,
EU519947,10-2,2019-04-28 11:01:58.708,Completed,Portugal,100,"NAVIGATOR PULP FIGUEIRA, S.A.",5003363,"NAVIGATOR PULP FIGUEIRA, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,153311,EU,EU General Allowances (EUA),153311,2,,,,
EU519946,10-2,2019-04-28 11:03:10.507,Completed,Portugal,100,"NAVIGATOR TISSUE AVEIRO, S.A.",5027989,"NAVIGATOR TISSUE AVEIRO, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,5142,EU,EU General Allowances (EUA),5142,2,,,,
EU519958,10-2,2019-04-28 13:05:48.844,Completed,France,100,ARKIA ISRAELI AIRLINES LTD,5019786,ARKIA ISRAELI  AIRLINES LTD,European Commission,100,EU Allowance deletion,5016380,European Commission,512,EU,EU General Allowances (EUA),473,2,,,,
EU519961,10-2,2019-04-28 14:51:44.131,Completed,Czech Republic,100,HOLOUBEK ENERGO - Teplárna divize Tevex,5006856,HOLOUBEK ENERGO a.s.,European Commission,100,EU Allowance deletion,5016380,European Commission,26456,EU,EU General Allowances (EUA),26456,2,,,,
EU512501,10-2,2019-04-29 02:24:11.894,Completed,Greece,100,AIR CANADA ROUGE LP,5023911,AIR CANADA ROUGE LP,European Commission,100,EU Allowance deletion,5016380,European Commission,163,EU,EU Aviation Allowances (EUAA),163,2,,,,
EU508774,10-2,2019-04-29 07:11:48.165,Completed,Netherlands,100,Nyrstar Budel B.V.,5011070,Nyrstar Budel B.V.,European Commission,100,EU Allowance deletion,5016380,European Commission,26630,EU,EU General Allowances (EUA),26630,2,,,,
EU519913,10-36,2019-04-27 01:30:29.657,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,4514,EU,EU General Allowances (EUA),4514,2,,,,
EU519914,10-36,2019-04-27 01:30:29.708,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Inalco (""Industrias Alcorenses Confederadas, SA"")",5020118,"Inalco (""Industrias Alcorenses Confederadas, SA"")",10832,EU,EU General Allowances (EUA),10832,2,,,,
EU519915,10-36,2019-04-27 01:30:29.755,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,1085,EU,EU General Allowances (EUA),1085,2,,,,
EU519940,10-36,2019-04-27 01:30:30.742,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,TEREGA - Mont,5005572,TEREGA,4194,EU,EU General Allowances (EUA),4194,2,,,,
EU519930,10-36,2019-04-27 01:30:30.744,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,2963,EU,EU General Allowances (EUA),2963,2,,,,
EU519944,10-36,2019-04-27 01:30:30.748,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Poland,100,Instalacja do produkcji papieru i tektury,5026292,Apis,16130,EU,EU General Allowances (EUA),16130,2,,,,
EU519942,10-36,2019-04-27 01:30:30.751,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,UNION INVIVO STOCKAGE BASSENS TERRE,5022146,UNION INVIVO,581,EU,EU General Allowances (EUA),581,2,,,,
EU519931,10-36,2019-04-27 01:30:30.755,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Chémery,5005629,STORENGY FRANCE,9007,EU,EU General Allowances (EUA),9007,2,,,,
EU519941,10-36,2019-04-27 01:30:30.758,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ARKEMA FRANCE Pierre-Bénite,5005095,ARKEMA FRANCE,24498,EU,EU General Allowances (EUA),24498,2,,,,
EU519943,10-36,2019-04-27 01:30:30.759,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,OXYANE MACON,5023199,OXYANE,230,EU,EU General Allowances (EUA),230,2,,,,
EU519933,10-36,2019-04-27 01:30:30.759,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Arcelormittal Sestao, S.L.U.",5009489,"ARCELORMITTAL SESTAO, S.L.U.",31265,EU,EU General Allowances (EUA),31265,2,,,,
EU519932,10-36,2019-04-27 01:30:30.761,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Lucart Tissue & Soap, S.L.U.",5009673,"Lucart Tissue & Soap, S.L.U.",11914,EU,EU General Allowances (EUA),11914,2,,,,
EU519934,10-36,2019-04-27 01:30:30.796,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Bleachont, S.L.",5009777,"Bleachont, S.L.",13485,EU,EU General Allowances (EUA),13485,2,,,,
EU519945,10-36,2019-04-27 01:30:30.843,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,11415,EU,EU General Allowances (EUA),11415,2,,,,
EU519924,10-36,2019-04-27 01:30:30.902,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Megasider Zaragoza, S.A.U.",5008781,"Megasider Zaragoza, S.A.U.",51861,EU,EU General Allowances (EUA),51861,2,,,,
EU519935,10-36,2019-04-27 01:30:30.983,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,LFO ST GAULTIER,5005800,LHOIST FRANCE OUEST,72293,EU,EU General Allowances (EUA),72293,2,,,,
EU519925,10-36,2019-04-27 01:30:31.052,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"AB Azucarera Ibéria, S.L.",5009167,"AB AZUCARERA IBERIA, S.L.",58584,EU,EU General Allowances (EUA),58584,2,,,,
EU519887,10-2,2019-04-26 20:13:09.656,Completed,Norway,100,Rely AS,5019770,Rely AS,European Commission,100,EU Allowance deletion,5016380,European Commission,1170,EU,EU General Allowances (EUA),1170,2,,,,
EU519906,10-2,2019-04-26 20:41:33.087,Completed,France,100,Azul Linhas Aéreas Brasileiras S.A.,5027926,Azul Linhas Aéreas Brasileiras S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,124,EU,EU General Allowances (EUA),124,2,,,,
EU519905,10-2,2019-04-26 20:48:39.184,Completed,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,European Commission,100,EU Allowance deletion,5016380,European Commission,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU517288,10-2,2019-04-26 21:01:13.668,Completed,Germany,100,Kaltwalzwerk Dillenburg,5022089,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,27083,EU,EU General Allowances (EUA),27083,2,,,,
EU517285,10-2,2019-04-26 21:02:31.284,Completed,Germany,100,Kaltwalzwerk Krefeld,5022087,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,44261,EU,EU General Allowances (EUA),44261,2,,,,
EU517281,10-2,2019-04-26 21:03:44.034,Completed,Germany,100,1510 - Anlagenkonto,5014903,Outokumpu Nirosta GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,16039,EU,EU General Allowances (EUA),16039,2,,,,
EU519846,10-2,2019-04-26 21:08:21.075,Completed,Spain,100,"Tolsa, S.A.",5009466,"TOLSA, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,13709,EU,EU General Allowances (EUA),13709,2,,,,
EU519290,10-2,2019-04-26 22:02:52.325,Completed,Belgium,100,423 Ecofrost,5026142,ECOFROST,European Commission,100,EU Allowance deletion,5016380,European Commission,24757,EU,EU General Allowances (EUA),24757,2,,,,
EU519293,10-71,2019-04-26 22:06:41.921,Completed,Belgium,100,423 Ecofrost,5026142,ECOFROST,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,1114,CN,CER - Certified Emission Reduction Unit,1114,2,,5080,,
EU519908,10-72,2019-04-26 22:07:43.658,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Belgium,100,423 Ecofrost,5026142,ECOFROST,1114,EU,EU General Allowances (EUA),1114,2,,,,
EU519910,10-36,2019-04-27 01:30:28.823,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,789,EU,EU General Allowances (EUA),789,2,,,,
EU519909,10-36,2019-04-27 01:30:28.825,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Céré-la-Ronde,5005760,STORENGY FRANCE,1,EU,EU General Allowances (EUA),1,2,,,,
EU519917,10-36,2019-04-27 01:30:28.898,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ERENA CALIFORNIE,5026401,ENERGIES RENOUVELABLES NANTAISES ERENA,3603,EU,EU General Allowances (EUA),3603,2,,,,
EU519918,10-36,2019-04-27 01:30:28.956,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Inalco (""Industrias Alcorenses Confederadas, SA"")",5020118,"Inalco (""Industrias Alcorenses Confederadas, SA"")",10621,EU,EU General Allowances (EUA),10621,2,,,,
EU519919,10-36,2019-04-27 01:30:29.011,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,Storengy France - Stockage de Chémery,5005629,STORENGY FRANCE,1,EU,EU General Allowances (EUA),1,2,,,,
EU519920,10-36,2019-04-27 01:30:29.063,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Azulejos Mallol, S.L.",5019430,"Azulejos Mallol, S.L.",5124,EU,EU General Allowances (EUA),5124,2,,,,
EU519921,10-36,2019-04-27 01:30:29.121,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,Spain,100,"Bleachont, S.L.",5009777,"Bleachont, S.L.",13746,EU,EU General Allowances (EUA),13746,2,,,,
EU519922,10-36,2019-04-27 01:30:29.177,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,POLYREY SAS,5027146,POLYREY SAS,7032,EU,EU General Allowances (EUA),7032,2,,,,
EU519923,10-36,2019-04-27 01:30:29.23,Completed,European Commission,100,EU ALLOCATION ACCOUNT,5022208,EUROPEAN UNION,France,100,ELENGY - Terminal Méthanier de Montoir,5005817,ELENGY,13892,EU,EU General Allowances (EUA),13892,2,,,,
EU519056,10-0,2019-04-26 17:36:27.176,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Italy,100,Operator Account,5012371,Kineo Energy & Facility srl,6009,EU,EU General Allowances (EUA),6009,2,,,,
EU519860,10-2,2019-04-26 17:37:02.467,Completed,Portugal,100,Termolan I,5003188,"Termolan - Isolamentos Termo-Acústicos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,14665,EU,EU General Allowances (EUA),14665,2,,,,
